,English_corrected_title,telugu_corrected_title,School Code
1550,TSMS KANGAL,"తెలంగాణ మోడల్ పాఠశాల, కనగల్",36083901316
1551,SUROASH H S,"సురోష్ ఉన్నత పాఠశాల, నిజామాబాద్",36021295103
1552,BHARATHI VIDYA NIKETAN,"భారతి విద్యా నికేతన్ పాఠశాల, బిర్కూర్",36021902221
1553,BRILLIANT GRAMMAR HIGH SC,"బ్రిలియంట్ గ్రామర్ ఉన్నత పాఠశాల, కూకట్‌పల్లి-4",36060692019
1554,TSMS CHANDAMPET,"తెలంగాణ మోడల్ పాఠశాల, చందంపేట్, నేరేడుగొమ్ము",36085900814
1555,SRI TIRUMAL CONVENT HIGH,"శ్రీ తిరుమల్ కాన్వెంట్ ఉన్నత పాఠశాల, కూకట్‌పల్లి-4",36060692031
1556,NARAYANA TECHUPS,"నారాయణ టెక్నో ప్రాథమికోన్నత పాఠశాల, జహీరాబాద్",36043091174
1557,VASAVI VIDYANIKETHAN,"వాసవి విద్యానికేతన్ పాఠశాల, పాచల నడకుడ",36020901203
1558,ADARSHA VIDYA MANDIR KOMARBANDA,"ఆదర్శ విద్యా మందిర్ పాఠశాల, కొమరబండ ",36084500106
1559,GRACY FELLOW SHIP E/M,"గ్రేస్ ఫెలో షిప్ (ఇంగ్లీష్ మీడియం) పాఠశాల, నందిపేట్",36020302237
1560,SRI SARASWATHI SHISHUMAND,"శ్రీ సరస్వతి శిశు మందిర్ పాఠశాల, బోధన్",36021490157
1561,S.T. ISACC ADVENT PRIMARY,"సెయింట్ ఐజాక్ అడ్వెంట్ ప్రాథమిక పాఠశాల, కూకట్‌పల్లి",36060690582
1562,TSMS CHINTHAPALLY,"తెలంగాణ మోడల్ పాఠశాల, చింతపల్లి",36085601913
1563,TSMS BOTHALAPALEM,"తెలంగాణ మోడల్ పాఠశాల, బోతలపాలెం",36085001124
1564,TSMS DHARPALLY,"తెలంగాణ మోడల్ పాఠశాల, ధర్పల్లి",36022201031
1565,SRI KESHAVA SHISHU VIDHYA MANDIR,"శ్రీ కేశవ శిశు విద్యా మందిర్ పాఠశాల, కందకుర్తి",36020100202
1566,G H S POLICE LINE U/M T/M,"ప్రభుత్వ ఉన్నత పాఠశాల (ఉర్దూ మీడియం, తెలుగు మీడియం), పోలీస్ లైన్, నిజామాబాద్",36021295374
1567,TSSWREIS TADKOL (GIRLS),"తెలంగాణ సాంఘీక సంక్షేమ గురుకుల పాఠశాల (బాలికలు), తడ్కోల్ ",36022700304
1568,SHARADHA VIDYA NIKETHAN,"శారద విద్యా నికేతన్ పాఠశాల, ధర్పల్లి, నిజామాబాద్",36022201027
1569,MANASA MODREN E/M,"మానస మోడరన్ (ఇంగ్లీష్ మీడియం)ఉన్నత పాఠశాల, మామిడిపల్లి",36020401920
1570,KRISHNAVENI VIDYA NIKETHAN PSHILL COLONY,"కృష్ణవేణి విద్యా నికేతన్ పాఠశాల,  పి.ఎస్ కాలనీ , విజయపురి",36085290813
1571,ABHYASA RESIDENTIAL PB SC,"అభ్యాస రెసిడెన్షియల్ పబ్లిక్ పాఠశాల, తూప్రాన్",36044301320
1572,TSREIS MADNUR (B),"తెలంగాణ గురుకుల పాఠశాల(బాలురు), మద్నూర్ ",36021602012
1573,BHARATHI SHISHU MANDIR,"భారతి శిశు మందిర్ ప్రాథమిక పాఠశాల, ధనసిరి",36043001805
1574,VIVEKANANDA VIDYA NIKE,"వివేకానంద విద్యా నికేతన్ పాఠశాల, పిట్లం",36022802224
1575,TSMS NANDIPET,"తెలంగాణ మోడల్ పాఠశాల, నందిపేట్",36020302244
1576,BLUE DIAMOND HIGH SC,"బ్లూ డైమండ్ ఉన్నత పాఠశాల, కూకట్‌పల్లి-4, బాలానగర్",36060692039
1577,SRI GAYATHRI,"శ్రీ గాయత్రి పాఠశాల, కూకట్‌పల్లి-3, బాలానగర్",36060691967
1578,TSMS BANTWARAM,"తెలంగాణ మోడల్ పాఠశాల, బంట్వారం",36062100307
1579,TSREIS (G) CHOUTUPPAL,"తెలంగాణ గురుకుల పాఠశాల (బాలికలు), చౌటుప్పల్",36081990318
1580,SRI HARSHA VIDYANIKETHAN,"శ్రీ హర్ష విద్యానికేతన్ పాఠశాల, జన్నిపల్లె",36020201206
1581,SRI SARASWATHI VIDYANIKET,"శ్రీ సరస్వతి విద్యానికేతన్ పాఠశాల, పెద్ద భీమ్ గల్",36020800206
1582,SLATE AND PENCIL RAVINDRANAGAR MLG,"స్లేట్ అండ్ పెన్సిల్ పాఠశాల, రవీంద్రనగర్, మిర్యాలగూడ",36084295414
1583,GNANA JYOTHI RESIDENTIAL,"జ్ఞాన జ్యోతి రెసిడెన్షియల్ పాఠశాల, పెర్కిట్, ఆర్మూరు",36020402011
1584,SRI VIDYA SAI H S KAMMARPALLY,"శ్రీ విద్యా సాయి ఉన్నత పాఠశాల, కమ్మర్‌పల్లి, నిజామాబాద్",36020700415
1585,CHAITANYA VIDTANIKETHAN H,"చైతన్య విద్యానికేతన్ ఉన్నత పాఠశాల, తిమ్మక్కపల్లి (కె), కామారెడ్డి",36023401807
1586,TSMS JAKRANPALLY,"తెలంగాణ మోడల్ పాఠశాల, జక్రాన్‌పల్లి",36021000815
1587,TSMS THIPPARTHY,"తెలంగాణ మోడల్ పాఠశాల, తిప్పర్తి",36083301219
1588,SRI MANJEERA PATASHALA,"శ్రీ మంజీరా పాఠశాల, నిజామాబాద్",36021295446
1589,SRI THREEWINGESHWARA PUBL,"శ్రీ త్రీవింగేశ్వర పబ్లిక్ పాఠశాల, తాండూరు",36023102004
1590,SCHOLARS MODEL SCHOOL(E/M),"స్కాలర్స్ మోడల్ పాఠశాల (ఇంగ్లీష్ మీడియం), నవీపేట్",36020202330
1591,TSSWREIS TADWAI,"తెలంగాణ సాంఘీక సంక్షేమ గురుకుల పాఠశాల, తాడ్వాయి",36023300906
1592,TSMS KARIVIRALA,"తెలంగాణ మోడల్ పాఠశాల, కరివిరాల",36082900207
1593,TSMS MATTAMPALLY,"తెలంగాణ మోడల్ పాఠశాల, మట్టంపల్లి",36084800514
1594,TSSWREIS DOMAKONDA (GIRLS),"తెలంగాణ సాంఘీక సంక్షేమ గురుకుల పాఠశాల (బాలికలు), దోమకొండ ",36023600324
1595,TSMS GURRAMPODE,"తెలంగాణ మోడల్ పాఠశాల, గుర్రంపోడే",36085401013
1596,TSSWRS (G) NAKREKAL,"తెలంగాణ సాంఘీక సంక్షేమ గురుకుల పాఠశాల (బాలికలు), నకరేకల్",36082400924
1597,GOVT.HS AZAM GUNJ,"ప్రభుత్వ ఉన్నత పాఠశాల, ఆజం గంజ్, బోధన్",36021490165
1598,TSREIS (G) RAMANNAPET,"తెలంగాణ గురుకుల పాఠశాల (బాలికలు), రామన్నపేట",36082002104
1599,JAIN INTERNATIONAL S,"జైన్ ఇంటర్నేషనల్ పాఠశాల, కల్లకల్ ",36044303504
1600,TSSWREIS (G) RPRP ALAIR,"తెలంగాణ సాంఘీక సంక్షేమ గురుకుల పాఠశాల (బాలికలు), అర్.పి.అర్.పి, అలైర్",36080500532
1601,NALANDA VIDYA NIKETA,"నలంద విద్యా నికేతన్ పాఠశాల, బుడ్లాపూర్",36062600104
1602,MPHS CHERLAPALLY,"మండల్ పరిషత్  ఉన్నత పాఠశాల, చెర్లపల్లి",36061290411
1603,TSMS CHEVELLA & JUNIOR COLLEGE,"తెలంగాణ మోడల్ పాఠశాల, చేవెళ్ల ",36061803224
1604,MAHARSHI VIDYANIKETAN,"మహర్షి విద్యానికేతన్ పాఠశాల, సాతాపూర్",36020101004
1605,TSSWRS (G) NADIGUDEM,"తెలంగాణ సాంఘీక సంక్షేమ గురుకుల పాఠశాల (బాలికలు), నడిగూడెం",36082901008
1606,GUPS VINAYAK NAGAR,"ప్రభుత్వ ప్రాథమికోన్నత పాఠశాల, వినాయక్ నగర్, నిజామాబాద్",36021295308
1607,SRI SAI VANI GRAMMAR,"శ్రీ సాయి వాణి గ్రామర్ ఉన్నత పాఠశాల, కొర్రేముల, ఘట్‌కేసర్",36061201812
1608,SRI SHARADA VIDYA MANDIR,"శ్రీ శారద విద్యా మందిర్ పాఠశాల, పేరాజాదిగూడ",36061202423
1609,GEETHANJALI H S,"గీతాంజలి ఉన్నత పాఠశాల, పేరాజాదిగూడ",36061202433
1610,ST FRANCIS DE SALES HIGH,"సెయింట్ ఫ్రాన్సిస్ డి సేల్స్ ఉన్నత పాఠశాల, పేరాజాదిగూడ",36061202422
1611,SRI SAI VIDYA NIKETHA UPP,"శ్రీ సాయి విద్యానికేతన్ ఉన్నత  పాఠశాల, పేరాజాదిగూడ",36061202420
1612,JANET GEORGE MEMORIAL,"జానెట్ జార్జ్ మెమోరియల్ పాఠశాల, బాటసింగారం",36061403606
1613,RAJASREE VIDYA MANDIR,"రాజశ్రీ విద్యా మందిర్ పాఠశాల, పెద్ద అంబర్‌పేట్, హయత్‌నగర్",36061402807
1614,NAAGARJUNA TALENT,"నాగర్జున టాలెంట్ పాఠశాల, ఎల్.బి.నగర్ - 1, హయత్‌నగర్",36061491141
1615,CHITHANYA BHARATHI GRAMMA,"చైతన్య భారతి గ్రామర్ పాఠశాల, ఎల్.బి.నగర్, హయత్‌నగర్",36061490663
1616,HAYATHNAGAR MODEL HIGH SC,"హయత్‌నగర్ మోడల్ ఉన్నత పాఠశాల, ఎల్.బి.నగర్, హయత్‌నగర్",36061490667
1617,SIDDARTHA GRAMMAR HIGH SC,"సిద్ధార్థ గ్రామర్ ఉన్నత పాఠశాల, ఎల్.బి.నగర్, హయత్‌నగర్",36061490696
1618,VENKATESHWARA VIDYA,"వెంకటేశ్వర విద్యా నికేతన్ పాఠశాల, ఎల్.బి.నగర్ - 1, హయత్‌నగర్",36061491130
1619,SARITHA VIDYA NIKETAN,"సరిత విద్యా నికేతన్ పాఠశాల, ఎల్.బి.నగర్, హయత్‌నగర్",36061490671
1620,PRASHANTHI VIDYA NIKETHAN,"ప్రశాంతి విద్యా నికేతన్ పాఠశాల, ఎల్.బి.నగర్, హయత్‌నగర్",36061490685
1621,KRISHNAVENI TALENT,"కృష్ణవేణి టాలెంట్ పాఠశాల, ఎల్.బి.నగర్ - 1, హయత్‌నగర్",36061491140
1622,PRAGATI VIDY AMANDIR HIGH,"ప్రగతి విద్య మందిర్ ఉన్నత పాఠశాల, ఎల్.బి.నగర్, హయత్‌నగర్",36061490694
1623,NAVYA JYOTHI MODEL HIGH S,"నవ్య జ్యోతి మోడల్ ఉన్నత పాఠశాల, ఎల్.బి.నగర్, హయత్‌నగర్",36061490665
1624,BHAVANIS KAMALA RANI SANG,"కమల రాణి సంఘి పబ్లిక్ పాఠశాల, ఎల్.బి.నగర్, హయత్‌నగర్",36061490691
1625,SHANTHI NIKETHAN CON,"శాంతి నికేతన్ కాన్సెప్ట్ పాఠశాల, ముంగనూర్, హయత్‌నగర్",36061402704
1626,NIMMAGADDA ANANDAMMA MEMORIAL GIRLS,"నిమ్మగడ్డ ఆనందమ్మ మెమోరియల్ పాఠశాల (బాలికలు), ముంగనూర్, హయత్‌నగర్",36061402707
1627,SARASWATI VIDYA MAND,"సరస్వతి విద్యా మందిర్ పాఠశాల, తొర్రూరు, హయత్‌నగర్",36061402605
1628,NARAYANA CONCEPT,"నారాయణ కాన్సెప్ట్ పాఠశాల, ఎల్.బి.నగర్ - 1, హయత్‌నగర్",36061491145
1629,SRI VIJAYA SAI GRAMMAR,"శ్రీ విజయ సాయి గ్రామర్ పాఠశాల, ఒమేరఖాన్ దైర, హయత్‌నగర్",36061491002
1630,SANTHINIKETHAN CONCEPT,"శాంతినికేతన్ కాన్సెప్ట్ పాఠశాల, మజిద్‌పూర్, హయత్‌నగర్",36061403805
1631,SRI GNANA SARASWTHI VIDYA,"శ్రీ జ్ఞాన సరస్వతి విద్యా పాఠశాల, మజిద్‌పూర్, హయత్‌నగర్",36061403807
1632,VEGESNA PADMAVATI SC,"వేగేశ్న పద్మావతి పాఠశాల , కుంట్లూర్, హయత్‌నగర్",36061401809
1633,MAMATHA GRAMMAR SC,"మమత గ్రామర్ ఉన్నత పాఠశాల, తారామతిపేట్",36061401403
1634,GURUKULA VIDYA PEETH HIGH,"గురుకుల విద్యాపీఠ్ ఉన్నత పాఠశాల, ఇబ్రహీంపట్నం",36063400734
1635,SRI VIDYA NIKETAN HIGH SC,"శ్రీ విద్యా నికేతన్ ఉన్నత పాఠశాల, ఇబ్రహీంపట్నం",36063400740
1636,TSREIS(G) IBRAHIMPATN,"తెలంగాణ గురుకుల పాఠశాల (బాలికలు), ఇబ్రహీంపట్నం",36063400726
1637,TSSWREIS(B) IBRAHIMPATN,"తెలంగాణ సాంఘీక సంక్షేమ గురుకుల పాఠశాల (బాలురు), ఇబ్రహీంపట్నం",36063400727
1638,PRIYA DARSHINI UPPER PRIM,"ప్రియా దర్శిని ప్రాథమికోన్నత పాఠశాల, రాయపోలె, ఇబ్రహీంపట్నం",36063401503
1639,SRI SARASWATI VIDYA,"శ్రీ సరస్వతి విద్యా పాఠశాల, కొంగరకలాన్",36063400104
1640,DAVIS UPPER PRIMARY,"డేవిస్ ప్రాథమికోన్నత పాఠశాల, కుండంపల్లి",36061101002
1641,SERENITY MODEL HIGH,"సెరినిటీ మోడల్ ఉన్నత పాఠశాల, నాగరం",36061101117
1642,ST.ANTHONY'S GRAMMAR,"సెయింట్ ఆంథోనీస్ గ్రామర్ ఉన్నత పాఠశాల, నాగరం",36061101116
1643,SRI CHAKRI VIDYA NIKETHAN,"శ్రీ చక్రి విద్యా నికేతన్ పాఠశాల, కాప్రా",36061190461
1644,RADHIKA TALENT,"రాధిక టాలెంట్ పాఠశాల, కాప్రా",36061190439
1645,SRI SARASWATI SHISHU,"శ్రీ సరస్వతి శిశు మందిర్ పాఠశాల, కాప్రా",36061190488
1646,ATOMIC ENERGY CEN-II,"అటామిక్ ఎనర్జీ సెంట్రల్ పాఠశాల- II, కాప్రా",36061190491
1647,VIGNANA JYOHTI MODEL,"విజ్ఞాన జ్యోతి మోడల్ పాఠశాల, రాంపల్లి",36061101512
1648,VISHWA BHARATHI ADARSHA V,"విశ్వ భారతి ఆదర్శ విద్యాలయం, కాప్రా",36061190458
1649,TAGORE GEETHANJALI,"ఠాగూర్ గీతాంజలి పాఠశాల, కాప్రా",36061190485
1650,TAGORE VIDYA NIKETAN,"ఠాగూర్ విద్యా నికేతన్ పాఠశాల, మర్కల్",36062802710
1651,TS MS KULKACHERLA,"తెలంగాణ మోడల్ పాఠశాల, కుల్కచర్ల",36062800817
1652,SRI VAISHNAVI TECNO,"శ్రీ వైష్ణవి టెక్నో పాఠశాల, మన్సన్‌పల్లె, మహేశ్వరం",36063300503
1653,SRI SAI VIDYA NIKETAN,"శ్రీ సాయి విద్యా నికేతన్ పాఠశాల, రావిర్యాల్",36063301804
1654,SHANTINIKETAN MODEL HIGH,"శాంతినికేతన్ మోడల్ ఉన్నత పాఠశాల, మల్కాజ్‌గిరి",36061092387
1655,SANTHOSHI EXCELLENT,"సంతోషి ఎక్సలెంట్ పాఠశాల, ఆల్వాల్",36061090195
1656,SREE NARAYANA VIDYA BHAVA,"శ్రీ నారాయణ విద్యా భవన్ పాఠశాల, ఆల్వాల్",36061090176
1657,PALLAVI PROGRESSIVE HIGH,"పల్లవి ప్రోగ్రెస్సివ్ ఉన్నత పాఠశాల , ఆల్వాల్",36061090171
1658,ST XAVIERS CONVENT HIGH S,"సెయింట్ జేవియర్స్ కాన్వెంట్ ఉన్నత పాఠశాల, ఆల్వాల్",36061090173
1659,PRAGATHI VIDYAVIHAR,"ప్రగతి విద్యావిహార్ పాఠశాల, మల్కాజ్‌గిరి",36061092330
1660,SIDDHARDHA CONVENT HIGH S,"సిద్ధార్థ కాన్వెంట్ ఉన్నత పాఠశాల , మల్కాజ్‌గిరి",36061092363
1661,VIGNAN VIDYA NIKETAN,"విజ్ఞాన్ విద్యా నికేతన్ పాఠశాల, మల్కాజ్‌గిరి",36061092389
1662,THE GOOD SHEPHERD U PRIMA,"ది గుడ్ షెపర్డ్ ప్రాథమికోన్నత పాఠశాల, మల్కాజ్‌గిరి",36061092304
1663,GOVTHS MOULALI,"ప్రభుత్వ ఉన్నత పాఠశాల, మౌలాలి, మల్కాజ్‌గిరి",36061092336
1664,DIVYA GNANA NIKETAN,"దివ్య జ్ఞాన నికేతన్ ఉన్నత పాఠశాల, మల్కాజ్‌గిరి",36061092352
1665,SRI SAI NIKETAN GRAMMAR S,"శ్రీ సాయి నికేతన్ గ్రామర్ పాఠశాల, మల్కాజ్‌గిరి",36061092316
1666,BHAVANS SRI RAMAKRISHNA,"భావన్స్ శ్రీ రామకృష్ణ విద్యాలయం, మల్కాజ్‌గిరి",36061092410
1667,TSMS MANCHAL ARTULA,"తెలంగాణ మోడల్ పాఠశాల,  అరుట్ల",36063502219
1668,SHUBODAYA VIDYAMANDIR,"శుభోదయ విద్యామందిర్ పాఠశాల, లోయపల్లి",36063502407
1669,TSMS MARPALLY,"తెలంగాణ మోడల్ పాఠశాల, మర్పల్లి",36060101911
1670,SRI VANI VIDYA NIKETAN,"శ్రీ వాణి విద్యా నికేతన్ పాఠశాల, రావల్కొలె",36060800707
1671,DRS INTERNATIONAL,"డి.అర్.ఎస్ ఇంటర్నేషనల్ పాఠశాల, గుండ్లపోచంపల్లి",36060802810
1672,ST PATRICKS U PRIMARY SC,"సెయింట్ ప్యాట్రిక్స్ ప్రాథమికోన్నత పాఠశాల, మేడ్చల్",36060802027
1673,LAXMAMMA SMARAKA VIDYANIL,"లక్ష్మమ్మ స్మారక విద్యానిలయం, మేడ్చల్",36060802021
1674,MT.OLIVES GRAMMAR SC,"మౌంట్ ఆలివ్స్ గ్రామర్ పాఠశాల ,మేడ్చల్",36060802036
1675,A.C.M.RESIDENTIAL HIGH SC,"ఎ. సి. ఎం. రెసిడెన్షియల్ ఉన్నత పాఠశాల, మేడ్చల్",36060802020
1676,PRIYADARSHINI PRIMAR,"ప్రియదర్శిని ఇంగ్లీష్ మీడియం పాఠశాల, ఎంకేపల్లి ",36061700909
1677,SREENIDHI INTERNATIONAL,"శ్రీనిధి ఇంటర్నేషనల్ పాఠశాల, మొయినాబాద్",36061700808
1678,THE GOOD SHEPHERED (EM) S,"ది గుడ్ షెఫర్డ్ (ఇంగ్లీష్ మీడియం) పాఠశాల, ఎంకేపల్లి, మొయినాబాద్",36061700906
1679,ACTS UPPER PRIMARY S,"ఏ.సి.టి.ఎస్ ప్రాథమికోన్నత పాఠశాల, అజీజ్‌నగర్",36061700807
1680,SHIVA SAI PUBLIC SCH(HS),"శివ సాయి పబ్లిక్ ఉన్నత పాఠశాల, చిల్కూర్",36061700611
1681,BHARATHIYA VIDYA MANDIR,"భారతీయ విద్యా మందిర్ పాఠశాల, మోమిన్‌పేట్",36060201009
1682,GOUTHAM MODEL,"గౌతమ్ మోడల్ పాఠశాల, మోమిన్‌పేట్",36060201018
1683,TSMS NAWABPET(DATHAPUR),"తెలంగాణ మోడల్ పాఠశాల, నవాబ్‌పేట(దతాపూర్)",36060301502
1684,SRI SIDHARTHA VIDYA MANDI,"శ్రీ సిద్ధార్థ విద్యా మందిర్ పాఠశాల, ఎల్లకొండ",36060300907
1685,SRI VIGNANA VIDYA NI,"శ్రీ విజ్ఞాన విద్యా నికేతన్ పాఠశాల, నవాబ్‌పేట",36060301604
1686,SADHANA VIDYA MANDIR,"సాధన విద్యా మందిర్ పాఠశాల, నవాబ్‌పేట",36060301602
1687,SREE VANI VIDYA NIKETAN,"శ్రీ వాణి విద్యా నికేతన్ పాఠశాల, ఎల్లకొండ",36060300910
1688,ST MARY'S ENGLISH SC,"సెయింట్ మేరీస్ (ఇంగ్లీష్ మీడియం) పాఠశాల, పరిగి",36062901130
1689,PRAGATHI VIDYA LAYAM,"ప్రగతి విద్యా లయం పాఠశాల, పరిగి",36062901126
1690,SRI SARASWATHI SHISHU MAN,"శ్రీ సరస్వతి శిశు మందిర్ పాఠశాల, పరిగి",36062901121
1691,ST. GONSALO GARCIA S,"సెయింట్ గొన్సాలో గార్సియా పాఠశాల , పరిగి",36062901131
1692,SRI VANI VIDYA MANDIR,"శ్రీ వాణి విద్యా మందిర్ పాఠశాల, పెద్దేముల్",36062201111
1693,SRI SHARADA VIDYA MANDIR,"శ్రీ శారద విద్యా మందిర్ పాఠశాల, మంబాపూర్",36062203103
1694,TSMS PUDUR (YENKEPALLY),"తెలంగాణ మోడల్ పాఠశాల, పూడూర్ (ఎంకేపల్లి)",36063000203
1695,PRAGATHI VIDYA NIKETHAN,"ప్రగతి విద్యా నికేతన్ పాఠశాల, బాచుపల్లి",36060701008
1696,VANI PSCHOOL DOOLAPALLY,"వాణి ప్రాథమిక పాఠశాల, దూలపల్లి",36060701603
1697,CHAITHNYA VIDYA NIKE,"చైతన్య విద్యా నికేతన్ పాఠశాల, కుత్బుల్లాపూర్",36060792241
1698,SWATHI VIDHAYA NIKETAN,"స్వాతి విద్యా నికేతన్ పాఠశాల, కుత్బుల్లాపూర్",36060792149
1699,FR. FRANCIS MEMORIAL,"ఫాదర్ ఫ్రాన్సిస్ మెమోరియల్ ఉన్నత పాఠశాల, కుత్బుల్లాపూర్",36060792224
1700,SRI SAI VIDYA NIKETA,"శ్రీ సాయి విద్యా నికేతన్  పాఠశాల,  కుత్బుల్లాపూర్",36060792232
1701,ST ANTHONYS HIGH SCHOOL(CHINTHAL),"సెయింట్ ఆంథోనిస్ ఉన్నత పాఠశాల (చింతల్), కుత్బుల్లాపూర్-3",36060792419
1702,LITTLE STARS GRAMMAR,"లిటిల్ స్టార్స్ గ్రామర్ పాఠశాల, కుత్బుల్లాపూర్",36060792242
1703,LITTLE SCHOLARS TALE,"లిటిల్ స్కాలర్స్ టాలెంట్ పాఠశాల, కుత్బుల్లాపూర్",36060792230
1704,DURGA PRASANTI VIDYA NIKE,"దుర్గ ప్రశాంతి విద్యా నికేతన్ పాఠశాల, కుత్బుల్లాపూర్",36060792140
1705,NASHIR - ULOOM - EDUCATIONAL ACADEMY,"నషీర్ - ఉలూమ్ - ఎడ్యుకేషనల్ అకాడమీ, కుత్బుల్లాపూర్",36060792402
1706,SIVA VIDYA NIKETAN HIGH S,"శివ విద్యా నికేతన్ ఉన్నత పాఠశాల, కుత్బుల్లాపూర్",36060792206
1707,SRI VENUGOPALA SWAMY HIGH,"శ్రీ వేణుగోపాల స్వామి ఉన్నత పాఠశాల, కుత్బుల్లాపూర్",36060792205
1708,JANANI MODEL HIGH SC,"జనని మోడల్ ఉన్నత పాఠశాల, కుత్బుల్లాపూర్",36060792243
1709,ADARASH VIDYA MENDIR,"ఆదర్శ్ విద్యా మందిర్ పాఠశాల, కుత్బుల్లాపూర్",36060792157
1710,POORNIMA VIDYA NIKETHAN,"పూర్ణిమ విద్యా నికేతన్ పాఠశాల, కుత్బుల్లాపూర్",36060792193
1711,ST ANTHONY HIGH SCHOOL(SUCHITHRA),"సెయింట్ ఆంథోనీ ఉన్నత పాఠశాల, కుత్బుల్లాపూర్",36060792197
1712,VIVEKANANDA VIDYA MA,"వివేకానంద విద్యా మందిర్ పాఠశాల, కుత్బుల్లాపూర్",36060792231
1713,BAPUJI HIGH SCHOOL(LENIN NAGAR),"బాపూజీ ఉన్నత పాఠశాల, లెనిన్ నగర్, గాజులరామారం",36060792343
1714,MAA HIGH SCHOOL(SHAPUR NAGAR),"మా ఉన్నత పాఠశాల, షాపూర్ నగర్, కుత్బుల్లాపూర్",36060791235
1715,SRI SAI VIDYA NIKETAN,"శ్రీ సాయి విద్యా నికేతన్ పాఠశాల, కుత్బుల్లాపూర్",36060792143
1716,SATYAVANI VIDYA NIKETHAN,"సత్యవాణి విద్యా నికేతన్ పాఠశాల, కుత్బుల్లాపూర్",36060792198
1717,CM ACADEMY,"సి.ఎం అకాడమీ పాఠశాల, కుత్బుల్లాపూర్",36060792414
1718,GATEWAY INTERNATIONAL H S,"గేట్‌వే ఇంటర్నేషనల్ ఉన్నత పాఠశాల, రాజేంద్రనగర్",36061692833
1719,BHARATIYA VIDYA BHAVANS,"భారతీయ విద్యా భవన్స్ విద్యాశ్రమం, రాజేంద్రనగర్",36061692844
1720,ROCK HIGH SCHOL,"రాక్ ఉన్నత పాఠశాల, కిస్మత్‌పూర్, రాజేంద్రనగర్",36061602707
1721,RAVINDRA VIDYA NIKETAN,"రవీంద్ర విద్యా నికేతన్ ఉన్నత పాఠశాల, రాజేంద్రనగర్",36061692832
1722,SRIVIDYARANYA AVASA VIDY,"శ్రీ విద్యారణ్య ఆవాస విద్యాలయం, బండ్లగూడ జాగీర్, రాజేంద్రనగర్",36061602404
1723,SRI VIVEKANANDA VIDYA VIHAR,"శ్రీ వివేకానంద విద్యా విహార్ ఉన్నత పాఠశాల, రాజేంద్రనగర్",36061692847
1724,SAI VIDYA NIKETAN MS,"సాయి విద్యా నికేతన్ మోడల్ పాఠశాల, రాజేంద్రనగర్",36061692898
1725,TSSWRIES GIRLS,"తెలంగాణ సాంఘీక సంక్షేమ గురుకుల పాఠశాల (బాలికలు), నార్సింగి",36061600606
1726,WINRIDGE INTERNATION,"విన్‌రిడ్జ్ ఇంటర్నేషనల్ పాఠశాల, నార్సింగి",36061600609
1727,SRI SAI JYOTHI MS,"శ్రీ సాయి జ్యోతి మోడల్ పాఠశాల, రాజేంద్రనగర్",36061692902
1728,VIVEKANANDA NEW MS,"వివేకానంద న్యూ ఎం.ఎస్ పాఠశాల, రాజేంద్రనగర్",36061692901
1729,SIR SARASWATHI SHISHU MANDIR,"శ్రీ సరస్వతి శిశు మందిర్ పాఠశాల, రాజేంద్రనగర్",36061692801
1730,SHANTHINIKATHAN MODEL HIG,"శాంతినికేతన్ మోడల్ ఉన్నత పాఠశాల , ఎల్.బి.నగర్-3",36061592714
1731,ST.JOSEPHS GRAMMAR,"సెయింట్ జోసెఫ్స్ గ్రామర్ ఉన్నత పాఠశాల, ఎల్.బి.నగర్-3",36061592747
1732,RAGHUNATHA MODEL HIGH SC,"రఘునాథ మోడల్ ఉన్నత పాఠశాల, ఎల్.బి.నగర్-2",36061592662
1733,VICTORIA ANGLE SCIENCE SC,"విక్టోరియా ఏంజెల్ సైన్స్ పాఠశాల, గడ్డి అన్నారం",36061590227
1734,MALLIKA VIDYA NIKETHAN HI,"మల్లికా విద్యా నికేతన్ ఉన్నత పాఠశాల, ఎల్.బి.నగర్-2",36061592689
1735,CHAITANYA VIDYA NIKETAN,"చైతన్య విద్యా నికేతన్ పాఠశాల, ఎల్.బి.నగర్-2",36061592627
1736,DILSUKHNAGAR PUBLIC HIGH,"దిల్‌సుఖ్‌నగర్ పబ్లిక్ ఉన్నత పాఠశాల, ఎల్.బి.నగర్-2",36061592673
1737,SRI RAMA KRISHNA MOD,"శ్రీ రామ కృష్ణ మోడల్ పాఠశాల, ఎల్.బి.నగర్-3",36061592744
1738,VIDYA DAYINI MODEL HIG,"విద్యా దాయిని మోడల్ ఉన్నత పాఠశాల , ఎల్.బి.నగర్-2",36061592665
1739,NALANDA H S,"నలంద ఉన్నత పాఠశాల, ఎల్.బి.నగర్-3",36061592770
1740,NEO ROYAL H S,"నియో రాయల్ ఉన్నత పాఠశాల, ఎల్.బి.నగర్-3",36061592769
1741,CHAITANYA BHARATHI H S,"చైతన్య భారతి ఉన్నత పాఠశాల,  ఎల్.బి.నగర్-3",36061592772
1742,MERCURY VIDYA NIKETHAN,"మెర్క్యురీ విద్యా నికేతన్ పాఠశాల, మీర్‌పేట్",36061501403
1743,JAMIA MINHAJUL QURAN,"జామియా మిన్హాజుల్ ఖురాన్ పాఠశాల, బాలాపూర్",36061502014
1744,SHIVA PRIYA TALENT S,"శివ ప్రియా టాలెంట్ పాఠశాల, జిల్లెలగూడ",36061501210
